שם יישוב,שם יישוב,סמל,תעתיק,מחוז,נפה,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2013,יהודים ואחרים,יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה ממוצע,ועדת תכנון,מרחב משטרה,תעתיק פרסומים,שנת עיבוד,שדה לקישור
גן השומרון,גן השומרון,225,GAN HASHOMERON                                    ,3,32,324,14,,1,815,0.8,0.8,,1934                ,310,10,2000870763,44,351,1180,Gan HaShomeron,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=225
גן חיים,גן חיים,239,GAN HAYYIM                                        ,4,42,421,20,141,1,854,0.9,0.8,,1935                ,310,1,1912967798,60,417,5140,Gan Hayyim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=239
גן יאשיה,גן יאשיה,734,GAN YOSHIYYA                                      ,4,41,412,16,141,1,949,0.9,0.9,,1949                ,310,1,1996469519,32,409,5120,Gan Yoshiyya,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=734
גן יבנה,גן יבנה,166,GAN YAVNE                                         ,4,44,441,99,143,1,21231,21.2,20.6,,1931                ,160,,1724763297,39,453,3830,Gan Yavne,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=166
גן נר,גן נר,1274,GAN NER                                           ,2,23,232,8,,1,2602,2.6,2.5,,1987                ,190,,2319971531,159,204,1420,Gan Ner,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1274
גן שורק,גן שורק,311,GAN SOREQ                                         ,4,44,442,27,143,1,670,0.7,0.7,,1950                ,310,1,1775365029,37,456,5210,Gan Soreq,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=311
גן שלמה,גן שלמה,144,GAN SHELOMO                                       ,4,44,441,28,143,1,491,0.5,0.5,,1927                ,330,15,1810664288,45,456,5230,Gan Shelomo,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=144
גן שמואל,גן שמואל,72,GAN SHEMU'EL                                      ,3,32,324,14,,1,857,0.9,0.8,,1913                ,330,15,1955370657,26,351,1180,Gan Shemu'el,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=72
גנות,גנות,836,GANNOT                                            ,4,43,432,40,133,1,636,0.6,0.6,,1953                ,310,10,1839465836,27,425,5210,Gannot,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=836
גנות הדר,גנות הדר,549,GANNOT HADAR                                      ,4,41,411,18,141,1,875,0.9,0.9,,1964                ,350,,1908469191,49,412,5120,Gannot Hadar,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=549
גני הדר,גני הדר,1103,GANNE HADAR                                       ,4,43,432,30,143,1,268,0.3,0.3,,1958                ,350,,1862764289,89,426,5230,Ganne Hadar,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1103
גני טל,גני טל,1371,GANNE TAL                                         ,4,44,441,31,143,1,462,0.5,0.5,,2010                ,370,2,1804263293,78,456,5230,Ganne Tal                                         ,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1371
גני יוחנן,גני יוחנן,862,GANNE YOHANAN                                     ,4,44,441,30,143,1,595,0.6,0.6,,1950                ,310,1,1848164064,63,426,5230,Ganne Yohanan,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=862
גני עם,גני עם,218,GANNE AM                                          ,4,42,421,20,142,1,254,0.3,0.3,,1934                ,350,,1908667313,34,417,5140,Ganne Am,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=218
גני תקווה,גני תקווה,229,GANNE TIQWA                                       ,4,42,422,99,132,1,14959,15.0,14.8,,1953                ,170,,1883766300,74,455,2370,Ganne Tiqwa,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=229
געש,געש,842,GA'ASH                                            ,4,41,411,19,141,1,654,0.7,0.6,,1951                ,330,15,1836568180,29,401,5120,Ga'ash,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=842
געתון,געתון,463,GA'TON                                            ,2,24,243,4,,1,523,0.5,0.5,,1948                ,330,15,2204176793,343,201,1350,Ga'ton,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=463
גפן,גפן,39,GEFEN                                             ,1,11,112,26,,1,374,0.4,0.4,,1955                ,310,2,1885762761,159,151,7004,Gefen,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=39
גרופית,גרופית,1129,GEROFIT                                           ,6,62,625,53,,1,272,0.3,0.3,,1963                ,330,15,2059542802,118,608,3460,Gerofit,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1129
גשור,גשור,4022,GESHUR                                            ,2,29,294,71,,1,233,0.2,0.2,,1971                ,330,15,2674574724,347,219,1270,Geshur,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=4022
גשר,גשר,305,GESHER                                            ,2,22,221,7,,1,471,0.5,0.4,,1939                ,330,15,2519972518,-198,202,1430,Gesher,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=305
גשר הזיו,גשר הזיו,574,GESHER HAZIW                                      ,2,24,245,4,241,1,1586,1.6,1.6,,1949                ,330,15,2108077155,20,201,1350,Gesher HaZiw,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=574
גת (קיבוץ),גת (קיבוץ),340,GAT(QIBBUZ)                                       ,6,61,611,35,,1,670,0.7,0.6,,1941                ,330,15,1805861511,137,632,3820,Gat(Qibbuz),2013,http://gis/Yeshuvim_allyears/start.aspx?stl=340
גת רימון,גת רימון,128,GAT RIMMON                                        ,4,42,422,20,132,1,302,0.3,0.3,,1926                ,350,,1888266395,67,417,5130,Gat Rimmon,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=128
דאלית אל-כרמל,דאלית אל-כרמל,494,DALIYAT AL-KARMEL                                 ,3,31,311,99,223,2,16248,,,16.2,,270,,2050573325,418,356,1140,Daliyat Al-Karmel,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=494
דבורה,דבורה,146,DEVORA                                            ,2,23,234,8,,1,215,0.2,0.2,,1956                ,310,1,2250571762,69,204,1420,Devora,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=146
דבורייה,דבורייה,489,DABURIYYA                                         ,2,23,237,99,,2,9551,,,9.5,,280,,2351473300,163,251,1420,Daburiyya,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=489
דבירה,דבירה,849,DEVIRA                                            ,6,62,623,41,341,1,674,0.7,0.7,,1951                ,330,15,1833659122,309,625,3481,Devira,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=849
דברת,דברת,407,DAVERAT                                           ,2,23,234,9,,1,296,0.3,0.3,,1946                ,330,15,2330572807,174,254,1420,Daverat,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=407
דגניה א',דגניה א',62,DEGANYA ALEF                                      ,2,22,221,6,,1,555,0.6,0.5,,1909                ,330,15,2541573488,-200,214,1240,Deganya Alef,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=62
דגניה ב',דגניה ב',79,DEGANYA BET                                       ,2,22,221,6,,1,631,0.6,0.6,,1920                ,330,15,2542173403,-198,214,1240,Deganya Bet,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=79
"דוב""ב","דוב""ב",1067,DOVEV                                             ,2,21,212,2,,1,486,0.5,0.5,,1963                ,310,1,2383977297,768,209,1230,Dovev,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1067
דולב,דולב,3747,DOLEV                                             ,7,74,,73,,1,1310,1.3,1.3,,1983                ,370,11,2126964818,559,711,4354,Dolev,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=3747
דור,דור,738,DOR                                               ,3,32,321,15,243,1,369,0.4,0.4,,1949                ,310,1,1928472374,4,303,1181,Dor,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=738
דורות,דורות,336,DOROT                                             ,6,61,614,37,,1,729,0.7,0.7,,1941                ,330,15,1663560173,106,653,3840,Dorot,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=336
דחי,דחי,475,DAHI                                              ,2,23,234,66,,2,616,,,0.6,,450,,2325872519,415,251,1420,Dahi,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=475
דייר אל-אסד,דייר אל-אסד,490,DEIR AL-ASAD                                      ,2,24,242,99,,2,11303,,,11.3,,270,,2254376005,467,260,1310,Deir Al-Asad,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=490
דייר חנא,דייר חנא,492,DEIR HANNA                                        ,2,24,241,99,,2,9526,,,9.5,,280,,2348075200,226,262,1360,Deir Hanna,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=492
דייר ראפאת,דייר ראפאת,493,DEIR RAFAT                                        ,1,11,112,26,444,,,,,,,510,,1950863156,248,151,7004,Deir Rafat,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=493
דימונה,דימונה,2200,DIMONA                                            ,6,62,626,0,,1,33188,33.0,30.0,,1955                ,160,,2032855316,463,607,3450,Dimona,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=2200
דישון,דישון,2063,DISHON                                            ,2,21,212,55,,1,362,0.4,0.4,,1953                ,310,6,2488277637,442,253,1210,Dishon,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=2063
דלייה,דלייה,300,DALIYYA                                           ,2,23,236,13,,1,768,0.8,0.7,,1939                ,330,15,2072972171,204,254,1420,Daliyya,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=300
דלתון,דלתון,431,DALTON                                            ,2,21,212,2,,1,860,0.9,0.9,,1950                ,310,2,2460576912,809,209,1230,Dalton,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=431
דלתון,,1709,,2,21,212,2,,,,,,,,520,,2450377019,,209,1230,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1709
דמיידה,דמיידה,1317,DEMEIDE                                           ,2,24,241,56,241,2,421,,,0.4,,450,,2216374673,204,205,1360,Demeide,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1317
דן,דן,303,DAN                                               ,2,21,211,1,,1,609,0.6,0.6,,1939                ,330,15,2613179391,175,253,1210,Dan,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=303
דפנה,דפנה,302,DAFNA                                             ,2,21,211,1,,1,883,0.9,0.9,,1939                ,330,15,2599179280,141,253,1210,Dafna,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=302
דקל,דקל,1241,DEQEL                                             ,6,62,622,38,,1,298,0.3,0.3,,1982                ,310,10,1377356740,103,653,3430,Deqel,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1241
"דרום השרון מ""א 18",,1881,,4,42,421,18,,,,,,,,530,,,,,,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1881
"דרום השרון מ""א 20",,1882,,4,42,421,20,,,,,,,,530,,1899068100,,,,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1882
"דרום השרון של""ש",,1885,,4,42,421,,,,,,,,,530,,1960067130,,,,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1885
דרום יהודה,,1998,,7,77,,,,,,,,,,530,,,,,,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1998
דריג'את,דריג'את,1349,DERIG'AT                                          ,6,62,623,69,,2,1017,,,1.0,,450,,2072057882,557,624,3481,Derig'at,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1349
האון,האון,702,HAON                                              ,2,22,221,6,,1,182,0.2,0.2,,1949                ,330,15,2585973681,-188,214,1240,HaOn,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=702
הבונים,הבונים,675,HABONIM                                           ,3,32,321,15,243,1,329,0.3,0.3,,1949                ,320,15,1939572700,17,303,1181,HaBonim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=675
הגושרים,הגושרים,356,HAGOSHERIM                                        ,2,21,211,1,,1,708,0.7,0.7,,1948                ,330,15,2585379177,100,253,1210,HaGosherim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=356
הדר עם,הדר עם,191,HADAR AM                                          ,4,41,411,16,141,1,527,0.5,0.5,,1933                ,310,10,1909169504,26,409,5120,Hadar Am,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=191
הוד השרון,הוד השרון,9700,HOD HASHARON                                      ,4,42,421,0,131,1,52437,52.4,51.5,,1924                ,150,,1901667325,37,423,5140,Hod HaSharon,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=9700
הודיות,הודיות,1322,HODAYOT                                           ,2,22,222,3,,1,193,0.2,0.2,,1959                ,340,,2410774379,284,206,1240,Hodayot,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1322
הודייה,הודייה,726,HODIYYA                                           ,6,61,614,36,,1,491,0.5,0.5,,1949                ,310,1,1660062041,54,633,3830,Hodiyya,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=726
הוואשלה (שבט),,1169,HAWASHLA,6,62,623,,,3,,,,,,460,,2020055900,,699,3450,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1169
הוזייל (שבט),,956,HUZAYYEL,6,62,623,,,3,,,,,,460,,1762059080,,699,3485,,,http://gis/Yeshuvim_allyears/start.aspx?stl=956
הושעיה,הושעיה,1186,HOSHA'AYA                                         ,2,23,237,9,,1,1897,1.9,1.9,,1981                ,370,2,2276574043,224,254,1410,Hosha'aya,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1186
הזורע,הזורע,250,HAZOREA                                           ,2,23,235,13,,1,837,0.8,0.8,,1936                ,330,15,2114872773,64,254,1420,HaZorea,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=250
הזורעים,הזורעים,307,HAZORE'IM                                         ,2,22,222,3,,1,862,0.9,0.9,,1939                ,310,2,2473873908,-61,206,1240,HaZore'im,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=307
החותרים,החותרים,434,HAHOTERIM                                         ,3,32,321,15,223,1,661,0.7,0.6,,1948                ,330,15,1962573976,15,303,1182,HaHoterim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=434
היוגב,היוגב,684,HAYOGEV                                           ,2,23,234,9,,1,608,0.6,0.6,,1949                ,310,1,2194972416,86,254,1420,HaYogev,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=684
הילה,הילה,1208,HILLA                                             ,2,24,243,52,,1,566,0.6,0.6,,1980                ,370,19,2231777125,490,255,1320,Hilla,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1208
המעפיל,המעפיל,377,HAMA'PIL                                          ,4,41,412,16,141,1,761,0.8,0.7,,1945                ,330,15,1985969825,33,409,5120,HaMa'pil,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=377
המרכז למחקר-נחל שורק,,1751,,4,44,442,,143,,,,,,,520,,1718164583,,,5230,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1751
הסוללים,הסוללים,677,HASOLELIM                                         ,2,23,237,9,242,1,822,0.8,0.8,,1949                ,330,6,2225673955,171,254,1410,HaSolelim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=677
העוגן,העוגן,423,HAOGEN                                            ,4,41,411,16,141,1,828,0.8,0.8,,1947                ,330,15,1930669651,15,409,5120,HaOgen,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=423
"הערבה מ""א 51",,1944,,6,62,625,51,,,,,,,,530,,,,,,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1944
"הערבה מ""א 53",,1945,,6,62,625,53,,,,,,,,530,,2062043180,,,,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1945
"הערבה מ""א 54",,1946,,6,62,625,54,,,,,,,,530,,2159050670,,,,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1946
הר אדר,הר אדר,3769,HAR ADAR                                          ,7,74,,99,445,1,3757,3.8,3.7,,1986                ,190,,2123263708,825,720,6129,Har Adar,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=3769
"הר אלכסנדר מ""א 14",,1869,,3,32,323,14,,,,,,,,530,,2050071490,,,,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1869
"הר אלכסנדר מ""א 45",,1868,,3,32,323,45,,,,,,,,530,,2009071920,,,,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1868
"הר אלכסנדר של""ש",,1870,,3,32,323,,,,,,,,,530,,2105071460,,,,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1870
הר גילה,הר גילה,3603,HAR GILLO                                         ,7,76,,76,445,1,1262,1.2,1.2,,1972                ,370,19,2164062544,917,714,6130,Har Gillo,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=3603
"הר הנגב הדרומי מ""א 48",,1953,,6,62,627,48,,,,,,,,530,,1851048010,,,,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1953
"הר הנגב הדרומי מ""א 53",,1951,,6,62,627,53,,,,,,,,530,,1883044330,,,,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1951
"הר הנגב הדרומי מ""א 54",,1952,,6,62,627,54,,,,,,,,530,,2040048240,,,,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1952
"הר הנגב הצפוני מ""א 48",,1948,,6,62,626,48,,,,,,,,530,,1728052230,,,9999,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1948
"הר הנגב הצפוני מ""א 51",,1949,,6,62,626,51,,,,,,,,530,,2189054410,,,,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1949
"הר הנגב הצפוני מ""א 53",,1947,,6,62,626,53,,,,,,,,530,,1658047710,,,,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1947
"הר הנגב הצפוני מ""א 54",,1950,,6,62,626,54,,,,,,,,530,,2054052480,,,,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1950
הר עמשא,הר עמשא,1261,HAR AMASA                                         ,6,62,623,51,,,,,,,,510,,2097058352,824,656,3481,Har Amasa,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1261
הראל,הראל,464,HAR'EL                                            ,1,11,112,26,444,1,219,0.2,0.2,,1948                ,330,15,1953163517,200,151,7004,Har'el,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=464
